name,full_text,protasis,apodosis,witnesses,animal
"""33.99""",If a ditto = gecko runs in front of a man and then stands – that man will be happy wherever he goes.,If a ditto = gecko runs in front of a man and then stands,that man will be happy wherever he goes.,['BM 38418'],ditto
"""33.100""","If mating ditto = geckos enter a man's house – the owner of that house, his fate will   with him.",If mating ditto = geckos enter a man's house," the owner of that house, his fate will   with him.",['BM 38418'],mating
"""33.41""",If a gecko climbs onto a man's  – husband and wife will agree with each other and that house will thrive.,If a gecko climbs onto a man's,husband and wife will agree with each other and that house will thrive.,"['BM 38418', 'K 03730+.2', 'LB 1322']",gecko
"""33.42""",If a gecko climbs onto a sick   – that sickness will on that day leave that sick one.,If a gecko climbs onto a sick,that sickness will on that day leave that sick one.,"['BM 38418', 'K 03730+.2', 'LB 1322', 'LB 1322']",gecko
"""33.43""",If a gecko climbs on a man's chair – that man will experience wealth.,If a gecko climbs on a man's chair,that man will experience wealth.,"['BM 38418', 'K 03730+.2', 'LB 1322']",gecko
"""33.44""",If a gecko climbs on a man's table – that man will experience good fortune.,If a gecko climbs on a man's table,that man will experience good fortune.,"['BM 38418', 'K 03730+.2', 'LB 1322']",gecko
"""33.45""",If a  gecko falls onto a man's  – this man will experience happiness : heartache.,If a  gecko falls onto a man's,this man will experience happiness : heartache.,"['BM 38418', 'K 03730+.2', 'LB 1322']",gecko
"""33.46""",If ditto = a gecko falls into a man's lap – his adversary will prevail over him : he will prevail over his adversary.,If ditto = a gecko falls into a man's lap,his adversary will prevail over him : he will prevail over his adversary.,"['BM 38418', 'K 03730+.2', 'K 06517', 'K 12180+.1', 'LB 1322']",ditto
"""33.46'b""",If ditto = a gecko falls in front of a man and   – the man will prevail over his adversary.,If ditto = a gecko falls in front of a man and,the man will prevail over his adversary.,['K 12180+.1'],ditto
"""33.47""",If a ditto = gecko falls onto a man's back – he will be put in prison.,If a ditto = gecko falls onto a man's back,he will be put in prison.,"['BM 38418', 'K 03730+.2', 'K 06517', 'K 12180+.1', 'LB 1322', 'LB 1322']",ditto
"""33.48""",If a gecko falls onto the right side of a man – that man will experience good fortune,If a gecko falls onto the right side of a man,that man will experience good fortune,"['BM 38418', 'K 03730+.2', 'K 06517', 'K 12180+.1', 'LB 1322']",gecko
"""33.49""",If a ditto = gecko falls onto a man's left side – someone/something distant will approach that man,If a ditto = gecko falls onto a man's left side,someone/something distant will approach that man,"['BM 38418', 'K 06517', 'K 12180+.1', 'LB 1322', 'LB 1322']",ditto
"""33.50""",If a gecko is seen in a man's   – that man will be happy.,If a gecko is seen in a man's,that man will be happy.,"['BM 38418', 'K 03730+.2', 'K 06517', 'LB 1322']",gecko
"""33.51""",If a gecko  is seen   of a man – there will be sorrow.,If a gecko  is seen   of a man,there will be sorrow.,"['BM 38418', 'K 03730+.2', 'K 06517', 'LB 1322']",gecko
"""33.52""",If a gecko  is seen . of a sick  – his illness will last long but he will recover.,If a gecko  is seen . of a sick,his illness will last long but he will recover.,"['BM 38418', 'K 03730+.2', 'LB 1322']",gecko
"""33.53""",If a gecko  falls – there will be fullfillment of a wish : heartache.,If a gecko  falls,there will be fullfillment of a wish : heartache.,"['BM 38418', 'LB 1322']",gecko
"""33.54""",If a ditto = gecko is seen  of a man – he will not be happy.,If a ditto = gecko is seen  of a man,he will not be happy.,"['BM 38418', 'LB 1322']",ditto
"""33.55""",If a ditto = gecko  is seen in   – he will not be happy.,If a ditto = gecko  is seen in,he will not be happy.,"['BM 38418', 'LB 1322']",ditto
"""33.56""",If a ditto = gecko in the house  – collapse of the house.,If a ditto = gecko in the house,collapse of the house.,"['BM 38418', 'K 03730+.2', 'LB 1322']",ditto
"""33.57""",If a gecko  ... – collapse of the house.,If a gecko  ...,collapse of the house.,"['BM 38418', 'LB 1322']",gecko
"""33.58""",If a gecko  falls  – the owner of the house will die on that day : in that month.,If a gecko  falls,the owner of the house will die on that day : in that month.,"['BM 38418', 'BM 38418', 'LB 1322']",gecko
"""33.59""",If a gecko  – someone/something distant will approach the man's house.,If a gecko,someone/something distant will approach the man's house.,['LB 1322'],gecko
"""33.60""",If a gecko  – that house will have grain to eat.,If a gecko,that house will have grain to eat.,['LB 1322'],gecko
"""following 33.49""","If a gecko climbs onto a  once, twice, thrice – that  will sit down in mourning literally: on the place destined for mourning.","If a gecko climbs onto a  once, twice, thrice ",that  will sit down in mourning literally: on the place destined for mourning.,['K 12180+.1'],gecko
"""preceding 33.96""",If a gecko falls onto a man – that man will be denounced; same protasis: trouble.,If a gecko falls onto a man,that man will be denounced; same protasis: trouble.,['K 12180+.1'],gecko
"""preceding 33.17' (1 of 6)""",If a gecko  –  will put .,If a gecko,will put .,['K 10792'],gecko
"""preceding 33.17' (2 of 6)""","If a gecko   – the man, his reputation",If a gecko," the man, his reputation",['K 10792'],gecko
"""preceding 33.17' (3 of 6)""",If geckos  have opened  – the house of the man will be wide .,If geckos  have opened,the house of the man will be wide .,['K 10792'],geckos
"""preceding 33.17' (4 of 6)""",If geckos  –  will approach the house of the man.,If geckos,will approach the house of the man.,['K 10792'],geckos
"""preceding 33.17' (5 of 6)""","If geckos  – his gods will guard his place, may the owner of that house",If geckos," his gods will guard his place, may the owner of that house",['K 10792'],geckos
"""preceding 33.17' (6 of 6)""","If geckos  –  the owner of that house, the governor, the city",If geckos,"  the owner of that house, the governor, the city",['K 10792'],geckos
"""K09110, preceding 103, 3 of 3""","is seen  of a god – that house, the gods .",is seen  of a god," that house, the gods .",['K 09110'],is
"""33.101""",If mating ditto = geckos separate in the middle of a man's house – the sin of the owner of that house,If mating ditto = geckos separate in the middle of a man's house,the sin of the owner of that house,"['BM 038418', 'K 12180+.1', 'K 12180+']",mating
"""33.102""",If mating ditto = geckos walk about in a man's house with mud on them – losses are regular for the man's house.,If mating ditto = geckos walk about in a man's house with mud on them,losses are regular for the man's house.,"['BM 038418', 'BM 038418']",mating
"""33.103""",If a skink vomits in a man's house – that house will  sons.,If a skink vomits in a man's house,that house will  sons.,"['BM 038418', 'K 12180+.1', 'K 09110']",skink
"""33.104""",If numerous skinks walk about in a man's house – the house .,If numerous skinks walk about in a man's house,the house .,"['BM 038418', 'K 12180+.1']",numerous
"""33.108""",If a ditto = skink climbs onto a man – that man will rejoice.,If a ditto = skink climbs onto a man,that man will rejoice.,"['BM 038418', 'K 09110', 'K 12180+.1']",ditto
"""33.109""",If a ditto = skink climbs onto a sick man's bed – that sick man will get up soon.,If a ditto = skink climbs onto a sick man's bed,that sick man will get up soon.,"['BM 038418', 'K 09110', 'K 12180+.1']",ditto
"""33.110""",If a ditto  = skink repeatedly walks on top of a pregnant woman – that woman will give birth to a male.,If a ditto  = skink repeatedly walks on top of a pregnant woman,that woman will give birth to a male.,"['BM 038418', 'K 09110', 'K 12180+.1', 'K 12180+.1']",ditto
"""33.111""",If a ditto = skink  repeatedly walks on top of a young woman – an important person will marry that woman.,If a ditto = skink  repeatedly walks on top of a young woman,an important person will marry that woman.,"['BM 038418', 'BM 038418', 'K 12180+.1']",ditto
"""33.112""",If a ditto = skink repeatedly walks on top of a man during a festival – his god will grant him mercy.,If a ditto = skink repeatedly walks on top of a man during a festival,his god will grant him mercy.,"['BM 038418', 'K 09110']",ditto
"""33.113""",If a white ditto = skink is seen in a man's house – the owner of that house will die in a famine.,If a white ditto = skink is seen in a man's house,the owner of that house will die in a famine.,['BM 038418'],white
"""33.114""",If a black ditto = skink is seen in a man's house – the owner of that house will acquire wealth.,If a black ditto = skink is seen in a man's house,the owner of that house will acquire wealth.,['BM 038418'],black
"""33.115""",If a red ditto = skink is seen in a man's house – the owner of that house will acquire profit.,If a red ditto = skink is seen in a man's house,the owner of that house will acquire profit.,['BM 038418'],red
"""33.116""",If a multicolored ditto = skink is seen in a man's house – commerce is regular in the house of the man.,If a multicolored ditto = skink is seen in a man's house,commerce is regular in the house of the man.,['BM 038418'],multicolored
"""33.117""",If a yellow ditto = skink is seen in a man's house – a curse will seize the owner of that house.,If a yellow ditto = skink is seen in a man's house,a curse will seize the owner of that house.,['BM 038418'],yellow
"""33.118""",If a ditto = skink which has two tails repeatedly walks about in a man's house – the house of the man  will have,If a ditto = skink which has two tails repeatedly walks about in a man's house,the house of the man  will have,"['BM 038418', 'K 09110']",ditto
"""33.119""",If a ditto = skink with two tails climbs onto a sick man's bed – that sick man will soon get up.,If a ditto = skink with two tails climbs onto a sick man's bed,that sick man will soon get up.,"['BM 038418', 'K 09110']",ditto
"""33.K12180(1).i14-15""",If a gecko falls onto a man – that man will be denounced; same protasis: trouble.,If a gecko falls onto a man,that man will be denounced; same protasis: trouble.,['K 12180+.1'],gecko
"""33.K12180(1).i15=33.49""",If a ditto = gecko stands on the table of a man's house – abandonment of the house.,If a ditto = gecko stands on the table of a man's house,abandonment of the house.,['K 12180+.1'],ditto
"""33.K12180(1).i16=33.97""",If a ditto = gecko stands on the head of a man – that man will become sick.,If a ditto = gecko stands on the head of a man,that man will become sick.,['K 12180+.1'],ditto
"""33.K12180(1).i17=33.98""",If a ditto = gecko stands on the head of a man's bed – the man's wife will experience illness.,If a ditto = gecko stands on the head of a man's bed,the man's wife will experience illness.,['K 12180+.1'],ditto
"""33.K12180(1).i18=33.46""",If a ditto = a gecko falls into a man's lap – his adversary will prevail over him.,If a ditto = a gecko falls into a man's lap,his adversary will prevail over him.,['K 12180+.1'],ditto
"""33.K12180(1).i19=33.46b""",If ditto = a gecko falls in front of a man and   – the man will prevail over his adversary.,If ditto = a gecko falls in front of a man and,the man will prevail over his adversary.,['K 12180+.1'],ditto
"""33.K12180(1).i20=33.47""",If a ditto = gecko falls onto a man's back – he will be put in prison.,If a ditto = gecko falls onto a man's back,he will be put in prison.,['K 12180+.1'],ditto
"""33.K12180(1).i21=33.48""",If a ditto = gecko falls onto the right side of a man – that man will experience his good fortune.,If a ditto = gecko falls onto the right side of a man,that man will experience his good fortune.,['K 12180+.1'],ditto
"""33.K12180(1).i22=33.49""",If a ditto = gecko falls onto a man's left side – someone/something distant will approach that man.,If a ditto = gecko falls onto a man's left side,someone/something distant will approach that man.,['K 12180+.1'],ditto
"""33.K12180(1).i23-24""","If a ditto = gecko climbs onto a  once, twice, thrice – that  will sit down in mourning.","If a ditto = gecko climbs onto a  once, twice, thrice ",that  will sit down in mourning.,['K 12180+.1'],ditto
"""33.K12180(2).ii3=33.19""",If a white ditto = gecko is seen in a man's house – hardship will afflict the owner of the house.,If a white ditto = gecko is seen in a man's house,hardship will afflict the owner of the house.,['K 12180+ .2'],white
"""33.K12180(2).ii4=33.20""",If a red ditto = gecko is seen in a man's house – the owner of that house will continue to prosper.,If a red ditto = gecko is seen in a man's house,the owner of that house will continue to prosper.,['K 12180+ .2'],red
"""33.K12180(2).ii5=33.21""",If a multicoloured ditto = gecko is seen in a man's house – the owner of that house will die a violent death.,If a multicoloured ditto = gecko is seen in a man's house,the owner of that house will die a violent death.,['K 12180+.2'],multicoloured
"""33.K12180(2).ii6=33.22""",If a yellow ditto = gecko is seen in a man's house – the owner of that house will die in that month.,If a yellow ditto = gecko is seen in a man's house,the owner of that house will die in that month.,['K 12180+.2'],yellow
"""33.K12180(2).ii7=33.36""",If a ditto = gecko ditto onto a pregnant woman – the foetus of that woman is male.,If a ditto = gecko ditto onto a pregnant woman,the foetus of that woman is male.,['K 12180+.2'],ditto
"""33.K12180(2).ii8=33.37""","If a ditto = gecko climbs onto a woman that is not pregnant – that woman will conceive, give birth, she will be happy.",If a ditto = gecko climbs onto a woman that is not pregnant," that woman will conceive, give birth, she will be happy.",['K 12180+.2'],ditto
"""33.K12180(2).ii9-10=33.39""",If a ditto = gecko climbs onto a man – for that man: he will be happy : good news will reach the man.,If a ditto = gecko climbs onto a man,for that man: he will be happy : good news will reach the man.,['K 12180+.2'],ditto
"""33.K12180(1).ii6""",If a ditto = gecko falls on a man's forehead – .,If a ditto = gecko falls on a man's forehead,.,['K 12180+.1'],ditto
"""33.K12180(1).ii7-8=33.101""",If mating ditto = geckos separate in the middle of a man's house – the sin of the owner of that house,If mating ditto = geckos separate in the middle of a man's house,the sin of the owner of that house,"['K 12180+.1', 'K 12180+']",mating
"""33.K12180(1).ii9=33.103""",If a skink vomits in a man's house – that house will  sons.,If a skink vomits in a man's house,that house will  sons.,['K 12180+.1'],skink
"""33.K12180(1).ii10=33.104""",If numerous MIN = skinks walk about in a man's house – the house .,If numerous MIN = skinks walk about in a man's house,the house .,['K 12180+.1'],numerous
"""33.K12180(1).ii11=33.108""",If a ditto = skink climbs onto a man – that man will rejoice.,If a ditto = skink climbs onto a man,that man will rejoice.,['K 12180+.1'],ditto
"""33.K12180(1).ii12=33.109""",If a ditto = skink climbs onto a sick man's bed – that sick man will get up soon.,If a ditto = skink climbs onto a sick man's bed,that sick man will get up soon.,['K 12180+.1'],ditto
"""33.K12180(1).ii13=33.110""",If a ditto  = skink repeatedly walks on top of a pregnant woman – that woman will give birth to a male.,If a ditto  = skink repeatedly walks on top of a pregnant woman,that woman will give birth to a male.,"['K 12180+.1', 'K 12180+.1']",ditto
"""33.K12180(1).ii14=33.111""",If a ditto = skink  repeatedly walks on top of a young woman – an important person will marry that woman.,If a ditto = skink  repeatedly walks on top of a young woman,an important person will marry that woman.,['K 12180+.1'],ditto
"""33.21""",If a multicoloured gecko is seen in a man's house – the owner of that house will die a violent death.,If a multicoloured gecko is seen in a man's house,the owner of that house will die a violent death.,"['BM 038418', 'BM 098896', 'K 11563+ .2', 'K 12180+.2']",multicoloured
"""33.22""",If a yellow gecko is seen in a man's house – the owner of that house will die in that month.,If a yellow gecko is seen in a man's house,the owner of that house will die in that month.,"['BM 038418', 'BM 098896', 'K 11563+ .2', 'K 12180+.2']",yellow
"""33.23""",If a large gecko is seen in a man's house – the owner of that house will experience good fortune in that month.,If a large gecko is seen in a man's house,the owner of that house will experience good fortune in that month.,"['BM 038418', 'BM 098896', 'K 11563+ .2', 'K 10792']",large
"""33.24""",If a gecko who has a tail is seen in a man's house – the owner of that house will die a sinful death.,If a gecko who has a tail is seen in a man's house,the owner of that house will die a sinful death.,"['BM 038418', 'BM 098896', 'K 11563+ .2']",gecko
"""33.25""",If a gecko that has two tails is seen in a man's house – financial losses are attached to that house.,If a gecko that has two tails is seen in a man's house,financial losses are attached to that house.,"['BM 038418', 'BM 098896', 'K 11563+ .2']",gecko
"""33.26""",If a gecko that has horns is seen in a man's house – the owner of that house will increase his wealth.,If a gecko that has horns is seen in a man's house,the owner of that house will increase his wealth.,"['BM 038418', 'BM 098896', 'K 11563+ .2', 'K 10792']",gecko
"""33.27""",If a gecko that has wings is seen in a man's house  – the owner of that house will be taken without anyone knowing.,If a gecko that has wings is seen in a man's house,the owner of that house will be taken without anyone knowing.,"['BM 034818', 'K 11563+ .2+.3']",gecko
"""33.29""",If a gecko  – the owner of that house will squander his wealth.,If a gecko,the owner of that house will squander his wealth.,"['BM 38418', 'K 11563+ .3']",gecko
"""33.30""",If a gecko  –  of that house : that house will have grain to eat.,If a gecko,of that house : that house will have grain to eat.,"['BM 038418', 'K 11563+ .3']",gecko
"""33.31""",If a white ditto = gecko in  – the owner of that house will not be happy.,If a white ditto = gecko in,the owner of that house will not be happy.,"['BM 038418', 'K 11563+ .3', 'LB 1322']",white
"""33.32""",If a red ditto = gecko  in a man's house – the owner of that house will experience wealth.,If a red ditto = gecko  in a man's house,the owner of that house will experience wealth.,"['BM 038418', 'K 11563+ .3', 'LB 1322']",red
"""33.33""",If a multicolored ditto = gecko ditto in a man's house ditto – the wife of the owner of that house will die.,If a multicolored ditto = gecko ditto in a man's house ditto,the wife of the owner of that house will die.,"['BM 038418', 'K 11563+ .3', 'LB 1322']",multicolored
"""33.34""",If a yellow ditto = gecko in a man's house ditto – the social status of owner of that house will not be stable.,If a yellow ditto = gecko in a man's house ditto,the social status of owner of that house will not be stable.,"['BM 038418', 'K 11563+ .3', 'LB 1322']",yellow
"""33.35""",If a ditto = gecko ditto in a vessel – the property of the owner of that house will be used up.,If a ditto = gecko ditto in a vessel,the property of the owner of that house will be used up.,"['BM 038418', 'LB 1322']",ditto
"""33.36""",If a ditto = gecko ditto onto a pregnant woman – the foetus of that woman is male.,If a ditto = gecko ditto onto a pregnant woman,the foetus of that woman is male.,"['BM 038418', 'K 12180+.2', 'K 10792', 'K 10792', 'LB 1322', 'LB 1322']",ditto
"""33.37""","If a ditto = gecko climbs onto a woman that is not pregnant – that woman will conceive, give birth, she will be happy.",If a ditto = gecko climbs onto a woman that is not pregnant," that woman will conceive, give birth, she will be happy.","['BM 038418', 'K 12180+.2', 'K 09110', 'K 10792', 'LB 1322']",ditto
"""33.38""",If a gecko climbs onto a woman – that woman will have a good reputation.,If a gecko climbs onto a woman,that woman will have a good reputation.,"['BM 038418', 'LB 1322']",gecko
"""33.39""","If a ditto = gecko climbs onto a man – for that man, he will be happy : good news will reach the man.",If a ditto = gecko climbs onto a man," for that man, he will be happy : good news will reach the man.","['BM 038418', 'K 12180+.2', 'K 10792', 'LB 1322']",ditto
"""33.40""",If a gecko climbs onto a man's  – that man will experience heartache.,If a gecko climbs onto a man's,that man will experience heartache.,"['BM 038418', 'LB 1322']",gecko
"""33.101""",If mating ditto = geckos separate in the middle of a man's house – the sin of the owner of that house,If mating ditto = geckos separate in the middle of a man's house,the sin of the owner of that house,"['BM 38418', 'K 12180+.1', 'K 12180+']",mating
"""33.102""",If mating ditto = geckos walk about in a man's house with mud on them – losses are regular for{} the man's house.,If mating ditto = geckos walk about in a man's house with mud on them,losses are regular for{} the man's house.,"['BM 38418', 'BM 38418']",mating
"""33.103""",If a skink vomits in a man's house – that house  sons.,If a skink vomits in a man's house,that house  sons.,"['BM 38418', 'K 09110', 'K 12180+.1', 'K 12180+.1']",skink
"""33.104""",If numerous skinks walk about in a man's house – the house .,If numerous skinks walk about in a man's house,the house .,"['BM 38418', 'K 12180+.1']",numerous
"""33.108""",If a ditto = skink climbs up onto a man – that man will rejoice.,If a ditto = skink climbs up onto a man,that man will rejoice.,"['BM 38418', 'K 09110', 'K 09110', 'K 12180+.1']",ditto
"""33.109""",If a ditto = skink climbs up onto a sick man's bed – that sick man will get up soon.,If a ditto = skink climbs up onto a sick man's bed,that sick man will get up soon.,"['BM 38418', 'K 09110', 'K 12180+.1']",ditto
"""33.110""",If a ditto  = skink repeatedly walks on top of a pregnant woman – that woman will give birth to a male.,If a ditto  = skink repeatedly walks on top of a pregnant woman,that woman will give birth to a male.,"['BM 38418', 'K 09110', 'K 12180+.1', 'K 12180+.1']",ditto
"""33.111""",If a ditto = skink  repeatedly walks on top of a young woman – an important person will marry that woman.,If a ditto = skink  repeatedly walks on top of a young woman,an important person will marry that woman.,"['BM 38418', 'BM 38418', 'K 12180+.1']",ditto
"""33.112""",If a ditto = skink repeatedly walks on top of a man during a festival – his god will grant him mercy.,If a ditto = skink repeatedly walks on top of a man during a festival,his god will grant him mercy.,"['BM 38418', 'K 09110']",ditto
"""33.113""",If a white ditto = skink is seen in a man's house – the owner of that house will die in a famine.,If a white ditto = skink is seen in a man's house,the owner of that house will die in a famine.,['BM 38418'],white
"""33.114""",If a black ditto = skink is seen in a man's house – the owner of that house will acquire wealth.,If a black ditto = skink is seen in a man's house,the owner of that house will acquire wealth.,['BM 38418'],black
"""33.115""",If a red ditto = skink is seen in a man's house – the owner of that house will acquire profit.,If a red ditto = skink is seen in a man's house,the owner of that house will acquire profit.,['BM 38418'],red
"""33.116""",If a multicolored ditto = skink is seen in a man's house – commerce is regular in the house of the man.,If a multicolored ditto = skink is seen in a man's house,commerce is regular in the house of the man.,['BM 38418'],multicolored
"""33.117""",If a yellow ditto = skink is seen in a man's house – a curse will seize the owner of that house.,If a yellow ditto = skink is seen in a man's house,a curse will seize the owner of that house.,['BM 38418'],yellow
"""33.118""",If a ditto = skink which has two tails repeatedly walks about in a man's house – the house of the man will have,If a ditto = skink which has two tails repeatedly walks about in a man's house,the house of the man will have,"['BM 38418', 'K 09110']",ditto
"""33.119""",If a ditto = skink with two tails climbs up onto a sick man's bed – that sick man will soon get up.,If a ditto = skink with two tails climbs up onto a sick man's bed,that sick man will soon get up.,"['BM 38418', 'K 09110']",ditto
"""33.K12180(1).i14-15""",If a gecko falls onto a man – that man will be denounced; same protasis: revolt,If a gecko falls onto a man,that man will be denounced; same protasis: revolt,"['K 12180+.1', 'K 12180+.1']",gecko
"""33.K12180(1).i14-15""","If a gecko falls onto a man, that man will be calumnied; ditto – trouble.","If a gecko falls onto a man, that man will be calumnied; ditto ",trouble.,"['K 12180+.1', 'K 12180+.1']",gecko
"""33.K12180(1).i16=33.96""",If a ditto = gecko stands on the table of a man's house – abandonment of the house.,If a ditto = gecko stands on the table of a man's house,abandonment of the house.,"['K 12180+.1', 'K 12180+.1']",ditto
"""33.K12180(1).i17=33.97""",If a ditto = gecko stands on the head of a man – that man will become sick.,If a ditto = gecko stands on the head of a man,that man will become sick.,['K 12180+.1'],ditto
"""33.K12180(1).i18=33.98""",If a ditto = gecko stands on the head of a man's bed – the man's wife will experience illness.,If a ditto = gecko stands on the head of a man's bed,the man's wife will experience illness.,['K 12180+.1'],ditto
"""33.K12180(1).i19=33.46""",If a ditto = a gecko falls into a man's lap – his adversary will prevail over him.,If a ditto = a gecko falls into a man's lap,his adversary will prevail over him.,['K 12180+.1'],ditto
"""33.K12180(1).i20=33.46b""",If ditto = a gecko falls in front of a man and   – the man will prevail over his adversary.,If ditto = a gecko falls in front of a man and,the man will prevail over his adversary.,"['K 12180+.1', 'K 12180+.1']",ditto
"""33.K12180(1).i21=33.47""",If a ditto = gecko falls onto a man's back – he will be put in prison.,If a ditto = gecko falls onto a man's back,he will be put in prison.,"['K 12180+.1', 'K 12180+.1']",ditto
"""33.K12180(1).i22=33.48""",If a gecko falls onto the right side of a man – that man will experience his good fortune.,If a gecko falls onto the right side of a man,that man will experience his good fortune.,"['K 12180+.1', 'K 12180+.1']",gecko
"""33.K12180(1).i23=33.49""",If a ditto = gecko falls onto a man's left side – someone/something distant will approach that man.,If a ditto = gecko falls onto a man's left side,someone/something distant will approach that man.,"['K 12180+.1', 'K 12180+.1']",ditto
"""33.K12180(1).i24-25""","If a gecko climbs up onto a  once, twice, thrice – that  will sit down in mourning literally: on the place destined for mourning.","If a gecko climbs up onto a  once, twice, thrice ",that  will sit down in mourning literally: on the place destined for mourning.,"['K 12180+.1', 'K 12180+.1']",gecko
"""33.K12180(2).ii1-2=33.1""","If a gecko like  in a man's house  – the man's house, income",If a gecko like  in a man's house," the man's house, income",['K 12180+.2'],gecko
"""33.K12180(2).ii3=33.19""",If a white ditto = gecko is seen in a man's house – hardship will afflict the owner of the house.,If a white ditto = gecko is seen in a man's house,hardship will afflict the owner of the house.,['K 12180+ .2'],white
"""33.K12180(2).ii4=33.20""",If a red gecko is seen in a man's house – the owner of that house will continue to prosper.,If a red gecko is seen in a man's house,the owner of that house will continue to prosper.,['K 12180+ .2'],red
"""33.K12180(2).ii5=33.21""",If a multicoloured gecko is seen in a man's house – the owner of that house will die a violent death.,If a multicoloured gecko is seen in a man's house,the owner of that house will die a violent death.,['K 12180+.2'],multicoloured
"""33.K12180(2).ii6=33.22""",If a yellow gecko is seen in a man's house – the owner of that house will die in that month.,If a yellow gecko is seen in a man's house,the owner of that house will die in that month.,['K 12180+.2'],yellow
"""33.K12180(2).ii8=33.37""","If a ditto = gecko climbs up onto a woman that is not pregnant – that woman will conceive, give birth, she will be happy.",If a ditto = gecko climbs up onto a woman that is not pregnant," that woman will conceive, give birth, she will be happy.",['K 12180+.2'],ditto
"""33.K12180(2).ii9-10=33.39""","If a ditto = gecko climbs up onto a man – for that man, he will be happy : good news will reach the man.",If a ditto = gecko climbs up onto a man," for that man, he will be happy : good news will reach the man.",['K 12180+.2'],ditto
"""33.K12180(1).ii6""",If a ditto = gecko falls on a man's forehead – .,If a ditto = gecko falls on a man's forehead,.,['K 12180+.1'],ditto
"""33.K12180(1).ii7-8=33.101""",If mating ditto = geckos separate in the middle of a man's house – the sin of the owner of that house,If mating ditto = geckos separate in the middle of a man's house,the sin of the owner of that house,"['K 12180+.1', 'K 12180+']",mating
"""33.K12180(1).ii9=33.103""",If a skink vomits in a man's house – that house  sons.,If a skink vomits in a man's house,that house  sons.,"['K 12180+.1', 'K 12180+.1']",skink
"""33.K12180(1).ii10=33.104""",If numerous ditto = skinks walk about in a man's house – the house .,If numerous ditto = skinks walk about in a man's house,the house .,['K 12180+.1'],numerous
"""33.K12180(1).ii11=33.108""",If a ditto = skink climbs onto a man – that man will rejoice.,If a ditto = skink climbs onto a man,that man will rejoice.,['K 12180+.1'],ditto
"""33.K12180(1).ii12=33.109""",If a ditto = skink climbs onto a sick man's bed – that sick man will get up soon.,If a ditto = skink climbs onto a sick man's bed,that sick man will get up soon.,['K 12180+.1'],ditto
"""33.K12180(1).ii13=33.110""",If a ditto  = skink repeatedly walks on top of a pregnant woman – that woman will give birth to a male.,If a ditto  = skink repeatedly walks on top of a pregnant woman,that woman will give birth to a male.,"['K 12180+.1', 'K 12180+.1']",ditto
"""33.K12180(1).ii14=33.111""",If a ditto = skink  repeatedly walks on top of a young woman – an important person will marry that woman.,If a ditto = skink  repeatedly walks on top of a young woman,an important person will marry that woman.,['K 12180+.1'],ditto
"""33.61""",If a gecko  – that/his  will experience trouble.,If a gecko,that/his  will experience trouble.,['LB 1322'],gecko
"""33.62""",If a gecko   – quarrel is regular.,If a gecko,quarrel is regular.,['LB 1322'],gecko
"""33.63""",If a gecko  –  will die.,If a gecko,will die.,['LB 1322'],gecko
"""33.64""",If a gecko  –  will be happy.,If a gecko,will be happy.,['LB 1322'],gecko
"""33.65""",If a gecko  –  will be dispersed.,If a gecko,will be dispersed.,['LB 1322'],gecko
"""33.K09110.2=33.37""","If a ditto = gecko climbs up onto a woman that is not pregnant – that woman will conceive, give birth, she will be happy.",If a ditto = gecko climbs up onto a woman that is not pregnant," that woman will conceive, give birth, she will be happy.","['K 09110', 'K 09110']",ditto
"""33.K09110.3""","is seen  of a god – that house, the gods .",is seen  of a god," that house, the gods .",['K 09110'],is
"""33.K09110.4=33.103""",If a skink vomits in a man's house – that house  sons.,If a skink vomits in a man's house,that house  sons.,['K 09110'],skink
"""33.K09110.5=33.108""",If a ditto = skink climbs up onto a man – that man will rejoice.,If a ditto = skink climbs up onto a man,that man will rejoice.,"['K 09110', 'K 09110']",ditto
"""33.K09110.6=33.112""",If a ditto = skink repeatedly walks onto the head of a man during a festival – his god will grant him mercy.,If a ditto = skink repeatedly walks onto the head of a man during a festival,his god will grant him mercy.,"['K 09110', 'K 09110']",ditto
"""33.K09110.7=33.110""",If a ditto  = skink repeatedly walks on top of a pregnant woman – that woman will give birth to a male.,If a ditto  = skink repeatedly walks on top of a pregnant woman,that woman will give birth to a male.,['K 09110'],ditto
"""33.K09110.8=33.109""",If a ditto = skink climbs up onto a sick man's bed – that sick man will get up soon.,If a ditto = skink climbs up onto a sick man's bed,that sick man will get up soon.,['K 09110'],ditto
"""33.K09110.9=33.119""",If a ditto = skink with two tails climbs up onto a sick man's bed – that sick man will get up soon.,If a ditto = skink with two tails climbs up onto a sick man's bed,that sick man will get up soon.,['K 09110'],ditto
"""33.K09110.10=33.118""",If a ditto = skink which has two tails repeatedly walks about in a man's house – the house of the man  will have .,If a ditto = skink which has two tails repeatedly walks about in a man's house,the house of the man  will have .,['K 09110'],ditto
"""33.41""",If a gecko climbs up onto a man's  – husband and wife will agree with each other and that house will thrive.,If a gecko climbs up onto a man's,husband and wife will agree with each other and that house will thrive.,"['BM 38418', 'K 03730+.2', 'LB 01322']",gecko
"""33.42""",If a gecko climbs up onto a sick   – that sickness will on that day leave that sick one.,If a gecko climbs up onto a sick,that sickness will on that day leave that sick one.,"['BM 38418', 'K 03730+.2', 'LB 01322', 'LB 01322']",gecko
